tranche_horaire,ref,libelle_gare_montee,flux_enquete,flux_normalized
de 14:00:00 à 14:59:59,PR/0087-381418-BV,Éragny Neuville,2.66,0.0329688535453943
de 15:00:00 à 15:59:59,PR/0087-381491-00,Andrésy,4.03,0.055666003976143144
de 15:00:00 à 15:59:59,PR/0087-381848-BV,Argenteuil,36.02,0.5856527501656726
de 15:00:00 à 15:59:59,PR/0087-381137-BV,Asnières sur Seine,39.5,0.6433068257123923
de 15:00:00 à 15:59:59,PR/0087-386730-00,Aubergenville Élisabethville,26.13,0.4218025182239894
de 15:00:00 à 15:59:59,PR/0087-381079-BV,Bois Colombes,47.89,0.7823061630218688
de 15:00:00 à 15:59:59,PR/0087-381152-00,Boissy l'Aillerie,1.31,0.010603048376408216
de 15:00:00 à 15:59:59,PR/0087-381475-00,Chanteloup les Vignes,5.93,0.08714380384360502
de 15:00:00 à 15:59:59,PR/0087-381194-BV,Chars,1.39,0.011928429423459242
de 15:00:00 à 15:59:59,PR/0087-381228-BV,Chaumont en Vexin,0.67,0.0
de 15:00:00 à 15:59:59,PR/0087-381087-00,Colombes,61.03,1.0
de 15:00:00 à 15:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,3.49,0.04671968190854871
de 15:00:00 à 15:59:59,PR/0087-381897-BV,Conflans Ste Honorine,12.49,0.19582504970178927
de 15:00:00 à 15:59:59,PR/0087-381863-00,Cormeilles en Parisis,18.97,0.30318091451292245
de 15:00:00 à 15:59:59,PR/0087-534131-BV,Ermont Eaubonne,28.8,0.4660371106693174
de 15:00:00 à 15:59:59,PR/0087-381566-00,Gargenville,1.46,0.013088137839628892
de 15:00:00 à 15:59:59,PR/0087-381244-00,Gisors,1.96,0.02137176938369781
de 15:00:00 à 15:59:59,PR/0087-381889-00,Herblay,26.5,0.4279324055666004
de 15:00:00 à 15:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,18.57,0.29655400927766734
de 15:00:00 à 15:59:59,PR/0087-381574-00,Issou Porcheville,2.11,0.02385685884691848
de 15:00:00 à 15:59:59,PR/0087-381558-00,Juziers,1.7,0.01706428098078197
de 15:00:00 à 15:59:59,PR/0087-381871-00,La Frette Montigny,6.69,0.09973492379058979
de 15:00:00 à 15:59:59,PR/0087-381095-00,Le Stade,41.22,0.6718025182239894
de 15:00:00 à 15:59:59,PR/0087-381798-00,Le Val d'Argenteuil,35.23,0.5725646123260437
de 15:00:00 à 15:59:59,PR/0087-381210-00,Liancourt St Pierre,2.17,0.024850894632206758
de 15:00:00 à 15:59:59,PR/0087-381582-BV,Limay,5.6,0.08167660702451954
de 15:00:00 à 15:59:59,PR/0087-381590-00,Mantes Station,5.49,0.0798542080848244
de 15:00:00 à 15:59:59,PR/0087-381509-BV,Mantes la Jolie,10.05,0.15540092776673295
de 15:00:00 à 15:59:59,PR/0087-381483-00,Maurecourt,4.72,0.06709741550695825
de 15:00:00 à 15:59:59,PR/0087-381830-BV,Meulan Hardricourt,2.56,0.031312127236580514
de 15:00:00 à 15:59:59,PR/0087-381145-00,Osny,2.56,0.031312127236580514
de 15:00:00 à 15:59:59,PR/0087-384008-00,Paris St Lazare,56.29,0.9214711729622266
de 15:00:00 à 15:59:59,PR/0087-386573-BV,Poissy,31.19,0.5056328694499669
de 15:00:00 à 15:59:59,PR/0087-276139-BV,Pontoise,7.77,0.11762756792577864
de 15:00:00 à 15:59:59,PR/0087-276188-00,Sannois,19.5,0.31196156394963553
de 15:00:00 à 15:59:59,PR/0087-381426-00,St Ouen l'Aumône Église,2.51,0.03048376408217362
de 15:00:00 à 15:59:59,PR/0087-381822-00,Thun le Paradis,1.8,0.018721007289595755
de 15:00:00 à 15:59:59,PR/0087-381236-00,Trie Château,1.25,0.009609012591119947
de 15:00:00 à 15:59:59,PR/0087-381806-00,Triel sur Seine,3.77,0.0513585155732273
de 15:00:00 à 15:59:59,PR/0087-381814-00,Vaux sur Seine,1.17,0.008283631544068916
de 15:00:00 à 15:59:59,PR/0087-386656-BV,Vernouillet Verneuil,25.38,0.409377070907886
de 15:00:00 à 15:59:59,PR/0087-386649-00,Villennes sur Seine,14.92,0.2360834990059642
de 15:00:00 à 15:59:59,PR/0087-386763-BV,Épône Mézières,17.07,0.2717031146454606
de 15:00:00 à 15:59:59,PR/0087-381418-BV,Éragny Neuville,2.66,0.0329688535453943
de 16:00:00 à 16:59:59,PR/0087-381491-00,Andrésy,7.96,0.03332612924140912
de 16:00:00 à 16:59:59,PR/0087-381848-BV,Argenteuil,69.4,0.29889777393559547
de 16:00:00 à 16:59:59,PR/0087-381137-BV,Asnières sur Seine,99.7,0.4298681651177869
de 16:00:00 à 16:59:59,PR/0087-386730-00,Aubergenville Élisabethville,43.96,0.1889345148044089
de 16:00:00 à 16:59:59,PR/0087-381079-BV,Bois Colombes,69.21,0.2980765074562351
de 16:00:00 à 16:59:59,PR/0087-381152-00,Boissy l'Aillerie,1.95,0.007348173762697211
de 16:00:00 à 16:59:59,PR/0087-381475-00,Chanteloup les Vignes,5.05,0.020747784741733305
de 16:00:00 à 16:59:59,PR/0087-381194-BV,Chars,2.29,0.008817808515236655
de 16:00:00 à 16:59:59,PR/0087-381228-BV,Chaumont en Vexin,0.94,0.0029824940566241624
de 16:00:00 à 16:59:59,PR/0087-381087-00,Colombes,81.27,0.35020531661984006
de 16:00:00 à 16:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,14.83,0.06302139615301491
de 16:00:00 à 16:59:59,PR/0087-381897-BV,Conflans Ste Honorine,18.34,0.07819321374540739
de 16:00:00 à 16:59:59,PR/0087-381863-00,Cormeilles en Parisis,32.23,0.13823211584179812
de 16:00:00 à 16:59:59,PR/0087-534131-BV,Ermont Eaubonne,63.91,0.2751674951372379
de 16:00:00 à 16:59:59,PR/0087-381566-00,Gargenville,1.65,0.006051437216338881
de 16:00:00 à 16:59:59,PR/0087-381244-00,Gisors,6.0,0.02485411713853469
de 16:00:00 à 16:59:59,PR/0087-381889-00,Herblay,15.8,0.06721417765290685
de 16:00:00 à 16:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,82.94,0.35742381672790147
de 16:00:00 à 16:59:59,PR/0087-381574-00,Issou Porcheville,1.41,0.005014047979252215
de 16:00:00 à 16:59:59,PR/0087-381558-00,Juziers,0.74,0.002118003025718608
de 16:00:00 à 16:59:59,PR/0087-381871-00,La Frette Montigny,4.32,0.017592392478928034
de 16:00:00 à 16:59:59,PR/0087-381202-00,La Villetertre,3.62,0.014566673870758592
de 16:00:00 à 16:59:59,PR/0087-381095-00,Le Stade,81.9,0.3529284633671926
de 16:00:00 à 16:59:59,PR/0087-381798-00,Le Val d'Argenteuil,57.54,0.24763345580289606
de 16:00:00 à 16:59:59,PR/0087-386664-00,Les Clairières de Verneuil,5.55,0.022909012318997193
de 16:00:00 à 16:59:59,PR/0087-386680-BV,Les Mureaux,50.54,0.21737626972120164
de 16:00:00 à 16:59:59,PR/0087-381582-BV,Limay,5.38,0.02217419494272747
de 16:00:00 à 16:59:59,PR/0087-381590-00,Mantes Station,6.02,0.02494056624162524
de 16:00:00 à 16:59:59,PR/0087-381509-BV,Mantes la Jolie,29.09,0.12465960665658093
de 16:00:00 à 16:59:59,PR/0087-381483-00,Maurecourt,4.05,0.016425329587205533
de 16:00:00 à 16:59:59,PR/0087-381830-BV,Meulan Hardricourt,2.96,0.011713853468770262
de 16:00:00 à 16:59:59,PR/0087-381145-00,Osny,3.07,0.012189323535768317
de 16:00:00 à 16:59:59,PR/0087-384008-00,Paris St Lazare,231.6,1.0
de 16:00:00 à 16:59:59,PR/0087-386573-BV,Poissy,64.69,0.2785390101577696
de 16:00:00 à 16:59:59,PR/0087-276139-BV,Pontoise,18.36,0.07827966284849794
de 16:00:00 à 16:59:59,PR/0087-276188-00,Sannois,20.19,0.08618975578128378
de 16:00:00 à 16:59:59,PR/0087-381186-00,Santeuil Le Perchay,0.25,0.0
de 16:00:00 à 16:59:59,PR/0087-381426-00,St Ouen l'Aumône Église,3.16,0.012578344499675816
de 16:00:00 à 16:59:59,PR/0087-381822-00,Thun le Paradis,2.5,0.009725524097687486
de 16:00:00 à 16:59:59,PR/0087-381806-00,Triel sur Seine,1.73,0.006397233628701102
de 16:00:00 à 16:59:59,PR/0087-381814-00,Vaux sur Seine,1.78,0.0066133563864274915
de 16:00:00 à 16:59:59,PR/0087-386656-BV,Vernouillet Verneuil,24.0,0.10265830992003458
de 16:00:00 à 16:59:59,PR/0087-386649-00,Villennes sur Seine,18.17,0.07745839636913768
de 16:00:00 à 16:59:59,PR/0087-386763-BV,Épône Mézières,15.55,0.06613356386427491
de 16:00:00 à 16:59:59,PR/0087-381418-BV,Éragny Neuville,4.26,0.017333045169656364
de 17:00:00 à 17:59:59,PR/0087-381491-00,Andrésy,7.96,0.02972931287113442
de 17:00:00 à 17:59:59,PR/0087-381848-BV,Argenteuil,69.4,0.2666383897586181
de 17:00:00 à 17:59:59,PR/0087-381137-BV,Asnières sur Seine,99.7,0.38347343255957433
de 17:00:00 à 17:59:59,PR/0087-386730-00,Aubergenville Élisabethville,29.49,0.11274774427392613
de 17:00:00 à 17:59:59,PR/0087-381079-BV,Bois Colombes,69.21,0.2659057607773579
de 17:00:00 à 17:59:59,PR/0087-381152-00,Boissy l'Aillerie,1.95,0.006555101411274775
de 17:00:00 à 17:59:59,PR/0087-381475-00,Chanteloup les Vignes,5.05,0.018508521631834658
de 17:00:00 à 17:59:59,PR/0087-381194-BV,Chars,2.29,0.007866121693529729
de 17:00:00 à 17:59:59,PR/0087-381228-BV,Chaumont en Vexin,0.94,0.002660599984576232
de 17:00:00 à 17:59:59,PR/0087-381087-00,Colombes,81.27,0.3124084213773425
de 17:00:00 à 17:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,14.83,0.056219634456697774
de 17:00:00 à 17:59:59,PR/0087-381897-BV,Conflans Ste Honorine,18.34,0.06975399089997687
de 17:00:00 à 17:59:59,PR/0087-381863-00,Cormeilles en Parisis,32.23,0.12331302537209841
de 17:00:00 à 17:59:59,PR/0087-534131-BV,Ermont Eaubonne,63.91,0.24546926814220715
de 17:00:00 à 17:59:59,PR/0087-381566-00,Gargenville,1.65,0.005398318809285109
de 17:00:00 à 17:59:59,PR/0087-381244-00,Gisors,6.0,0.02217166653813527
de 17:00:00 à 17:59:59,PR/0087-381889-00,Herblay,15.8,0.05995989820313103
de 17:00:00 à 17:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,65.34,0.25098326521169123
de 17:00:00 à 17:59:59,PR/0087-381574-00,Issou Porcheville,1.41,0.004472892727693376
de 17:00:00 à 17:59:59,PR/0087-381558-00,Juziers,0.74,0.001889411583249788
de 17:00:00 à 17:59:59,PR/0087-381871-00,La Frette Montigny,4.32,0.01569368396699314
de 17:00:00 à 17:59:59,PR/0087-381202-00,La Villetertre,3.62,0.012994524562350583
de 17:00:00 à 17:59:59,PR/0087-381095-00,Le Stade,81.9,0.3148376648415208
de 17:00:00 à 17:59:59,PR/0087-381798-00,Le Val d'Argenteuil,57.54,0.22090691755995992
de 17:00:00 à 17:59:59,PR/0087-386664-00,Les Clairières de Verneuil,7.4,0.02756998534742038
de 17:00:00 à 17:59:59,PR/0087-386680-BV,Les Mureaux,65.47,0.2514845376725534
de 17:00:00 à 17:59:59,PR/0087-381582-BV,Limay,5.38,0.01978098249402329
de 17:00:00 à 17:59:59,PR/0087-381590-00,Mantes Station,8.62,0.03227423459551168
de 17:00:00 à 17:59:59,PR/0087-381509-BV,Mantes la Jolie,14.92,0.05656666923729468
de 17:00:00 à 17:59:59,PR/0087-381483-00,Maurecourt,4.05,0.014652579625202437
de 17:00:00 à 17:59:59,PR/0087-381830-BV,Meulan Hardricourt,2.96,0.010449602837973316
de 17:00:00 à 17:59:59,PR/0087-381145-00,Osny,3.07,0.01087375645870286
de 17:00:00 à 17:59:59,PR/0087-384008-00,Paris St Lazare,259.59,1.0
de 17:00:00 à 17:59:59,PR/0087-386573-BV,Poissy,87.09,0.33485000385594205
de 17:00:00 à 17:59:59,PR/0087-276139-BV,Pontoise,18.36,0.06983110974010952
de 17:00:00 à 17:59:59,PR/0087-276188-00,Sannois,20.19,0.0768874836122465
de 17:00:00 à 17:59:59,PR/0087-381186-00,Santeuil Le Perchay,0.25,0.0
de 17:00:00 à 17:59:59,PR/0087-381426-00,St Ouen l'Aumône Église,3.16,0.011220791239299761
de 17:00:00 à 17:59:59,PR/0087-381822-00,Thun le Paradis,2.5,0.008675869514922496
de 17:00:00 à 17:59:59,PR/0087-381806-00,Triel sur Seine,1.73,0.005706794169815687
de 17:00:00 à 17:59:59,PR/0087-381814-00,Vaux sur Seine,1.78,0.005899591270147298
de 17:00:00 à 17:59:59,PR/0087-386656-BV,Vernouillet Verneuil,34.5,0.13206601372715357
de 17:00:00 à 17:59:59,PR/0087-386649-00,Villennes sur Seine,8.59,0.03215855633531272
de 17:00:00 à 17:59:59,PR/0087-386763-BV,Épône Mézières,16.4,0.062273463407110353
de 17:00:00 à 17:59:59,PR/0087-381418-BV,Éragny Neuville,4.26,0.015462327446595203
de 18:00:00 à 18:59:59,PR/0087-381491-00,Andrésy,7.96,0.030272095488633237
de 18:00:00 à 18:59:59,PR/0087-381848-BV,Argenteuil,69.4,0.2715065373591425
de 18:00:00 à 18:59:59,PR/0087-381137-BV,Asnières sur Seine,99.7,0.3904746947269229
de 18:00:00 à 18:59:59,PR/0087-386730-00,Aubergenville Élisabethville,29.86,0.11625898150692998
de 18:00:00 à 18:59:59,PR/0087-381079-BV,Bois Colombes,69.21,0.27076053241195175
de 18:00:00 à 18:59:59,PR/0087-381152-00,Boissy l'Aillerie,1.95,0.006674781106443126
de 18:00:00 à 18:59:59,PR/0087-381475-00,Chanteloup les Vignes,5.05,0.01884644077113353
de 18:00:00 à 18:59:59,PR/0087-381194-BV,Chars,2.29,0.008009737327731753
de 18:00:00 à 18:59:59,PR/0087-381228-BV,Chaumont en Vexin,0.94,0.002709175860850445
de 18:00:00 à 18:59:59,PR/0087-381087-00,Colombes,81.27,0.31811221484942476
de 18:00:00 à 18:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,14.83,0.05724606384231811
de 18:00:00 à 18:59:59,PR/0087-381897-BV,Conflans Ste Honorine,18.34,0.0710275236562095
de 18:00:00 à 18:59:59,PR/0087-381863-00,Cormeilles en Parisis,32.23,0.12556441163767718
de 18:00:00 à 18:59:59,PR/0087-534131-BV,Ermont Eaubonne,63.91,0.24995092072715847
de 18:00:00 à 18:59:59,PR/0087-381566-00,Gargenville,1.65,0.00549687855824728
de 18:00:00 à 18:59:59,PR/0087-381244-00,Gisors,6.0,0.022576465507087043
de 18:00:00 à 18:59:59,PR/0087-381889-00,Herblay,15.8,0.06105461541481801
de 18:00:00 à 18:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,55.91,0.2185401861086026
de 18:00:00 à 18:59:59,PR/0087-381574-00,Issou Porcheville,1.41,0.0045545565196906035
de 18:00:00 à 18:59:59,PR/0087-381558-00,Juziers,0.74,0.0019239074953865483
de 18:00:00 à 18:59:59,PR/0087-381871-00,La Frette Montigny,4.32,0.01598021123719031
de 18:00:00 à 18:59:59,PR/0087-381202-00,La Villetertre,3.62,0.01323177195806667
de 18:00:00 à 18:59:59,PR/0087-381095-00,Le Stade,81.9,0.3205858102006361
de 18:00:00 à 18:59:59,PR/0087-381798-00,Le Val d'Argenteuil,57.54,0.22494012328713336
de 18:00:00 à 18:59:59,PR/0087-386664-00,Les Clairières de Verneuil,9.25,0.03533707644587537
de 18:00:00 à 18:59:59,PR/0087-386680-BV,Les Mureaux,54.76,0.2140248930071852
de 18:00:00 à 18:59:59,PR/0087-381582-BV,Limay,5.38,0.020142133574148964
de 18:00:00 à 18:59:59,PR/0087-381590-00,Mantes Station,6.05,0.022772782598453018
de 18:00:00 à 18:59:59,PR/0087-381509-BV,Mantes la Jolie,20.1,0.07793788527229181
de 18:00:00 à 18:59:59,PR/0087-381483-00,Maurecourt,4.05,0.01492009894381405
de 18:00:00 à 18:59:59,PR/0087-381830-BV,Meulan Hardricourt,2.96,0.010640386352035808
de 18:00:00 à 18:59:59,PR/0087-381145-00,Osny,3.07,0.01107228395304095
de 18:00:00 à 18:59:59,PR/0087-384008-00,Paris St Lazare,254.94,0.9999999999999999
de 18:00:00 à 18:59:59,PR/0087-386573-BV,Poissy,80.15,0.31371471200282697
de 18:00:00 à 18:59:59,PR/0087-276139-BV,Pontoise,18.36,0.0711060504927559
de 18:00:00 à 18:59:59,PR/0087-276188-00,Sannois,20.19,0.07829125603675056
de 18:00:00 à 18:59:59,PR/0087-381186-00,Santeuil Le Perchay,0.25,0.0
de 18:00:00 à 18:59:59,PR/0087-381426-00,St Ouen l'Aumône Église,3.16,0.011425654717499706
de 18:00:00 à 18:59:59,PR/0087-381822-00,Thun le Paradis,2.5,0.008834269111468845
de 18:00:00 à 18:59:59,PR/0087-381806-00,Triel sur Seine,1.73,0.00581098590443284
de 18:00:00 à 18:59:59,PR/0087-381814-00,Vaux sur Seine,1.78,0.006007302995798814
de 18:00:00 à 18:59:59,PR/0087-386656-BV,Vernouillet Verneuil,30.11,0.11724056696375985
de 18:00:00 à 18:59:59,PR/0087-386649-00,Villennes sur Seine,8.43,0.032117476147473394
de 18:00:00 à 18:59:59,PR/0087-386763-BV,Épône Mézières,11.72,0.04503514075935451
de 18:00:00 à 18:59:59,PR/0087-381418-BV,Éragny Neuville,4.26,0.015744630727551136
de 19:00:00 à 19:59:59,PR/0087-381491-00,Andrésy,7.96,0.031105014725460924
de 19:00:00 à 19:59:59,PR/0087-381848-BV,Argenteuil,69.4,0.2789768830435309
de 19:00:00 à 19:59:59,PR/0087-381137-BV,Asnières sur Seine,99.7,0.4012183806027353
de 19:00:00 à 19:59:59,PR/0087-386730-00,Aubergenville Élisabethville,16.69,0.06632508976479606
de 19:00:00 à 19:59:59,PR/0087-381079-BV,Bois Colombes,69.21,0.27821035220075035
de 19:00:00 à 19:59:59,PR/0087-381152-00,Boissy l'Aillerie,1.95,0.006858433856457013
de 19:00:00 à 19:59:59,PR/0087-381475-00,Chanteloup les Vignes,5.05,0.01936498971234921
de 19:00:00 à 19:59:59,PR/0087-381194-BV,Chars,2.29,0.008230120627748416
de 19:00:00 à 19:59:59,PR/0087-381228-BV,Chaumont en Vexin,0.94,0.0027837172711501993
de 19:00:00 à 19:59:59,PR/0087-381087-00,Colombes,81.27,0.3268648888530278
de 19:00:00 à 19:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,14.83,0.05882115625126074
de 19:00:00 à 19:59:59,PR/0087-381897-BV,Conflans Ste Honorine,18.34,0.0729818049784161
de 19:00:00 à 19:59:59,PR/0087-381863-00,Cormeilles en Parisis,32.23,0.1290192439585266
de 19:00:00 à 19:59:59,PR/0087-534131-BV,Ermont Eaubonne,63.91,0.25682817606003144
de 19:00:00 à 19:59:59,PR/0087-381566-00,Gargenville,1.65,0.005648121999435186
de 19:00:00 à 19:59:59,PR/0087-381244-00,Gisors,6.0,0.02319764392625166
de 19:00:00 à 19:59:59,PR/0087-381889-00,Herblay,15.8,0.06273449792229797
de 19:00:00 à 19:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,51.29,0.20591439060797995
de 19:00:00 à 19:59:59,PR/0087-381574-00,Issou Porcheville,1.41,0.004679872513817726
de 19:00:00 à 19:59:59,PR/0087-381558-00,Juziers,0.74,0.0019768426998023154
de 19:00:00 à 19:59:59,PR/0087-381871-00,La Frette Montigny,4.32,0.016419897526929437
de 19:00:00 à 19:59:59,PR/0087-381202-00,La Villetertre,3.62,0.013595836527211845
de 19:00:00 à 19:59:59,PR/0087-381095-00,Le Stade,81.9,0.3294065437527736
de 19:00:00 à 19:59:59,PR/0087-381798-00,Le Val d'Argenteuil,57.54,0.23112922096260133
de 19:00:00 à 19:59:59,PR/0087-381582-BV,Limay,5.38,0.02069633275507322
de 19:00:00 à 19:59:59,PR/0087-381590-00,Mantes Station,4.82,0.01843708395529915
de 19:00:00 à 19:59:59,PR/0087-381509-BV,Mantes la Jolie,9.87,0.03881066688183321
de 19:00:00 à 19:59:59,PR/0087-381483-00,Maurecourt,4.05,0.015330616855609795
de 19:00:00 à 19:59:59,PR/0087-381830-BV,Meulan Hardricourt,2.96,0.010933150441763828
de 19:00:00 à 19:59:59,PR/0087-381145-00,Osny,3.07,0.011376931456005162
de 19:00:00 à 19:59:59,PR/0087-384008-00,Paris St Lazare,248.12,0.9999999999999999
de 19:00:00 à 19:59:59,PR/0087-386573-BV,Poissy,94.65,0.3808447976762012
de 19:00:00 à 19:59:59,PR/0087-276139-BV,Pontoise,18.36,0.07306249243555088
de 19:00:00 à 19:59:59,PR/0087-276188-00,Sannois,20.19,0.08044539476338403
de 19:00:00 à 19:59:59,PR/0087-381186-00,Santeuil Le Perchay,0.25,0.0
de 19:00:00 à 19:59:59,PR/0087-381426-00,St Ouen l'Aumône Église,3.16,0.011740025013111713
de 19:00:00 à 19:59:59,PR/0087-381822-00,Thun le Paradis,2.5,0.009077338927663695
de 19:00:00 à 19:59:59,PR/0087-381806-00,Triel sur Seine,1.73,0.00597087182797434
de 19:00:00 à 19:59:59,PR/0087-381814-00,Vaux sur Seine,1.78,0.006172590470811311
de 19:00:00 à 19:59:59,PR/0087-386656-BV,Vernouillet Verneuil,29.82,0.11929640537378464
de 19:00:00 à 19:59:59,PR/0087-386649-00,Villennes sur Seine,10.68,0.04207850889579215
de 19:00:00 à 19:59:59,PR/0087-386763-BV,Épône Mézières,7.74,0.03021745269697825
de 19:00:00 à 19:59:59,PR/0087-381418-BV,Éragny Neuville,4.26,0.01617783515552507
de 20:00:00 à 20:59:59,PR/0087-381848-BV,Argenteuil,6.91,0.191776798825257
de 20:00:00 à 20:59:59,PR/0087-381137-BV,Asnières sur Seine,8.6,0.24140969162995596
de 20:00:00 à 20:59:59,PR/0087-381079-BV,Bois Colombes,12.9,0.3676945668135096
de 20:00:00 à 20:59:59,PR/0087-381475-00,Chanteloup les Vignes,3.5,0.09162995594713658
de 20:00:00 à 20:59:59,PR/0087-381087-00,Colombes,9.36,0.2637298091042584
de 20:00:00 à 20:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,1.36,0.028781204111600595
de 20:00:00 à 20:59:59,PR/0087-381897-BV,Conflans Ste Honorine,3.09,0.07958883994126285
de 20:00:00 à 20:59:59,PR/0087-381863-00,Cormeilles en Parisis,4.99,0.1353891336270191
de 20:00:00 à 20:59:59,PR/0087-534131-BV,Ermont Eaubonne,7.8,0.21791483113069016
de 20:00:00 à 20:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,3.74,0.09867841409691631
de 20:00:00 à 20:59:59,PR/0087-381095-00,Le Stade,6.75,0.18707782672540382
de 20:00:00 à 20:59:59,PR/0087-381798-00,Le Val d'Argenteuil,14.92,0.4270190895741557
de 20:00:00 à 20:59:59,PR/0087-386680-BV,Les Mureaux,11.06,0.31365638766519827
de 20:00:00 à 20:59:59,PR/0087-381590-00,Mantes Station,0.38,0.0
de 20:00:00 à 20:59:59,PR/0087-381509-BV,Mantes la Jolie,2.74,0.06930983847283409
de 20:00:00 à 20:59:59,PR/0087-381830-BV,Meulan Hardricourt,1.12,0.021732745961820857
de 20:00:00 à 20:59:59,PR/0087-384008-00,Paris St Lazare,34.43,1.0000000000000002
de 20:00:00 à 20:59:59,PR/0087-386573-BV,Poissy,4.64,0.1251101321585903
de 20:00:00 à 20:59:59,PR/0087-276139-BV,Pontoise,4.22,0.11277533039647578
de 20:00:00 à 20:59:59,PR/0087-276188-00,Sannois,2.43,0.06020558002936858
de 20:00:00 à 20:59:59,PR/0087-381418-BV,Éragny Neuville,0.87,0.014390602055800296
de 21:00:00 à 21:59:59,PR/0087-381848-BV,Argenteuil,6.91,0.191776798825257
de 21:00:00 à 21:59:59,PR/0087-381137-BV,Asnières sur Seine,8.6,0.24140969162995596
de 21:00:00 à 21:59:59,PR/0087-381079-BV,Bois Colombes,12.9,0.3676945668135096
de 21:00:00 à 21:59:59,PR/0087-381475-00,Chanteloup les Vignes,3.5,0.09162995594713658
de 21:00:00 à 21:59:59,PR/0087-381087-00,Colombes,9.36,0.2637298091042584
de 21:00:00 à 21:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,1.36,0.028781204111600595
de 21:00:00 à 21:59:59,PR/0087-381897-BV,Conflans Ste Honorine,3.09,0.07958883994126285
de 21:00:00 à 21:59:59,PR/0087-381863-00,Cormeilles en Parisis,4.99,0.1353891336270191
de 21:00:00 à 21:59:59,PR/0087-534131-BV,Ermont Eaubonne,7.8,0.21791483113069016
de 21:00:00 à 21:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,3.74,0.09867841409691631
de 21:00:00 à 21:59:59,PR/0087-381095-00,Le Stade,6.75,0.18707782672540382
de 21:00:00 à 21:59:59,PR/0087-381798-00,Le Val d'Argenteuil,14.92,0.4270190895741557
de 21:00:00 à 21:59:59,PR/0087-386680-BV,Les Mureaux,11.06,0.31365638766519827
de 21:00:00 à 21:59:59,PR/0087-381590-00,Mantes Station,0.38,0.0
de 21:00:00 à 21:59:59,PR/0087-381509-BV,Mantes la Jolie,2.74,0.06930983847283409
de 21:00:00 à 21:59:59,PR/0087-381830-BV,Meulan Hardricourt,1.12,0.021732745961820857
de 21:00:00 à 21:59:59,PR/0087-384008-00,Paris St Lazare,34.43,1.0000000000000002
de 21:00:00 à 21:59:59,PR/0087-386573-BV,Poissy,4.64,0.1251101321585903
de 21:00:00 à 21:59:59,PR/0087-276139-BV,Pontoise,4.22,0.11277533039647578
de 21:00:00 à 21:59:59,PR/0087-276188-00,Sannois,2.43,0.06020558002936858
de 21:00:00 à 21:59:59,PR/0087-381418-BV,Éragny Neuville,0.87,0.014390602055800296
de 22:00:00 à 22:59:59,PR/0087-381848-BV,Argenteuil,6.91,0.191776798825257
de 22:00:00 à 22:59:59,PR/0087-381137-BV,Asnières sur Seine,8.6,0.24140969162995596
de 22:00:00 à 22:59:59,PR/0087-381079-BV,Bois Colombes,12.9,0.3676945668135096
de 22:00:00 à 22:59:59,PR/0087-381475-00,Chanteloup les Vignes,3.5,0.09162995594713658
de 22:00:00 à 22:59:59,PR/0087-381087-00,Colombes,9.36,0.2637298091042584
de 22:00:00 à 22:59:59,PR/0087-381459-BV,Conflans Fin d'Oise,1.36,0.028781204111600595
de 22:00:00 à 22:59:59,PR/0087-381897-BV,Conflans Ste Honorine,3.09,0.07958883994126285
de 22:00:00 à 22:59:59,PR/0087-381863-00,Cormeilles en Parisis,4.99,0.1353891336270191
de 22:00:00 à 22:59:59,PR/0087-534131-BV,Ermont Eaubonne,7.8,0.21791483113069016
de 22:00:00 à 22:59:59,PR/0087-386409-00,Houilles Carrières sur Seine,3.74,0.09867841409691631
de 22:00:00 à 22:59:59,PR/0087-381095-00,Le Stade,6.75,0.18707782672540382
de 22:00:00 à 22:59:59,PR/0087-381798-00,Le Val d'Argenteuil,14.92,0.4270190895741557
de 22:00:00 à 22:59:59,PR/0087-386680-BV,Les Mureaux,11.06,0.31365638766519827
de 22:00:00 à 22:59:59,PR/0087-381590-00,Mantes Station,0.38,0.0
de 22:00:00 à 22:59:59,PR/0087-381509-BV,Mantes la Jolie,2.74,0.06930983847283409
de 22:00:00 à 22:59:59,PR/0087-381830-BV,Meulan Hardricourt,1.12,0.021732745961820857
de 22:00:00 à 22:59:59,PR/0087-384008-00,Paris St Lazare,34.43,1.0000000000000002
de 22:00:00 à 22:59:59,PR/0087-386573-BV,Poissy,4.64,0.1251101321585903
de 22:00:00 à 22:59:59,PR/0087-276139-BV,Pontoise,4.22,0.11277533039647578
de 22:00:00 à 22:59:59,PR/0087-276188-00,Sannois,2.43,0.06020558002936858
